16:31:00.912,None
16:31:14.087,array('B', [0])
16:31:14.107,array('B', [0])
16:31:14.118,array('B', [0])
16:31:14.135,array('B', [0])
16:31:14.147,array('B', [0])
16:31:14.158,array('B', [0])
16:31:14.169,array('B', [0])
16:31:14.196,array('B', [0])
16:31:14.206,array('B', [0])
16:31:14.219,array('B', [0])
16:31:14.229,array('B', [0])
16:31:14.259,array('B', [0])
16:31:14.271,array('B', [0])
16:31:14.281,array('B', [0])
16:31:14.292,array('B', [0])
16:31:14.319,array('B', [0])
16:31:14.331,array('B', [0])
16:31:14.342,array('B', [0])
16:31:14.353,array('B', [0])
16:31:14.373,array('B', [0])
16:31:14.384,array('B', [0])
16:31:14.412,array('B', [0])
16:31:14.423,array('B', [0])
16:31:14.434,array('B', [0])
16:31:14.445,array('B', [0])
16:31:14.465,array('B', [0])
16:31:14.476,array('B', [0])
16:31:14.495,array('B', [0])
16:31:14.506,array('B', [0])
16:31:14.518,array('B', [0])
16:31:14.528,array('B', [0])
16:31:14.540,array('B', [0])
16:31:14.556,array('B', [0])
16:31:14.567,array('B', [0])
16:31:14.587,array('B', [0])
16:31:14.598,array('B', [0])
16:31:14.626,array('B', [0])
16:31:14.637,array('B', [0])
16:31:14.654,array('B', [0])
16:31:14.665,array('B', [0])
16:31:14.685,array('B', [0])
16:31:14.696,array('B', [0])
16:31:14.717,array('B', [0])
16:31:14.730,array('B', [0])
16:31:14.740,array('B', [0])
16:31:14.751,array('B', [0])
16:31:14.778,array('B', [0])
16:31:14.789,array('B', [0])
16:31:14.801,array('B', [0])
16:31:14.813,array('B', [0])
16:31:14.832,array('B', [0])
16:31:14.840,array('B', [17, 185, 143, 250, 212, 27, 143, 255, 61, 32, 68, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:14.847,array('B', [17, 183, 149, 247, 235, 26, 45, 255, 58, 32, 46, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:14.850,array('B', [1, 179, 50, 247, 101, 80, 217, 255, 59, 32, 30, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:14.863,array('B', [1, 176, 183, 251, 255, 74, 135, 255, 64, 32, 13, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:14.869,array('B', [1, 162, 190, 235, 219, 74, 147, 255, 84, 31, 243, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:14.873,array('B', [1, 146, 172, 225, 222, 67, 163, 247, 251, 26, 235, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:14.878,array('B', [1, 156, 84, 233, 194, 66, 102, 247, 171, 26, 170, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:14.882,array('B', [1, 158, 225, 229, 131, 67, 139, 247, 94, 26, 103, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:14.894,array('B', [1, 159, 226, 226, 124, 68, 237, 246, 105, 25, 130, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:14.898,array('B', [1, 164, 2, 226, 161, 70, 213, 246, 25, 25, 57, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:14.903,array('B', [1, 175, 109, 224, 203, 68, 225, 245, 218, 24, 254, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:14.907,array('B', [1, 176, 195, 221, 251, 63, 119, 245, 140, 24, 179, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:14.911,array('B', [1, 177, 73, 221, 1, 56, 220, 245, 78, 24, 117, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:14.925,array('B', [17, 177, 31, 218, 97, 49, 65, 244, 158, 23, 191, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:14.935,array('B', [33, 177, 61, 214, 53, 42, 51, 244, 99, 23, 125, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:14.940,array('B', [1, 195, 122, 208, 252, 24, 191, 244, 62, 23, 81, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:14.944,array('B', [1, 206, 126, 208, 191, 23, 197, 244, 35, 23, 45, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:14.947,array('B', [1, 210, 243, 207, 240, 27, 125, 244, 18, 23, 18, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:14.955,array('B', [1, 214, 13, 208, 136, 30, 132, 244, 25, 22, 231, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:14.960,array('B', [1, 220, 229, 210, 241, 37, 128, 244, 68, 22, 229, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:14.964,array('B', [1, 231, 196, 220, 0, 52, 127, 244, 91, 22, 228, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:14.971,array('B', [17, 233, 203, 226, 112, 66, 108, 244, 112, 22, 223, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:14.975,array('B', [1, 224, 169, 227, 15, 90, 12, 244, 133, 22, 214, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:14.993,array('B', [1, 215, 215, 223, 68, 103, 249, 244, 167, 22, 174, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:14.997,array('B', [1, 206, 144, 219, 207, 115, 33, 244, 178, 22, 127, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.003,array('B', [1, 145, 68, 216, 78, 101, 218, 244, 172, 22, 48, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.007,array('B', [1, 121, 243, 208, 173, 97, 241, 244, 149, 21, 220, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.012,array('B', [1, 112, 118, 206, 93, 102, 29, 244, 118, 21, 145, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.016,array('B', [1, 105, 115, 206, 123, 111, 75, 243, 229, 20, 83, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.021,array('B', [1, 102, 11, 207, 154, 120, 29, 243, 194, 20, 21, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.026,array('B', [1, 97, 253, 207, 209, 131, 204, 243, 151, 19, 215, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.035,array('B', [33, 93, 160, 207, 38, 139, 164, 243, 95, 19, 145, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.046,array('B', [1, 86, 151, 204, 153, 145, 190, 243, 41, 19, 79, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.051,array('B', [1, 73, 135, 199, 145, 142, 18, 242, 234, 19, 6, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.060,array('B', [33, 62, 174, 203, 232, 117, 46, 242, 143, 18, 160, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.064,array('B', [1, 59, 118, 206, 38, 96, 179, 242, 43, 18, 51, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.077,array('B', [1, 61, 216, 202, 250, 85, 17, 241, 131, 17, 135, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.083,array('B', [17, 67, 35, 201, 226, 79, 155, 240, 170, 16, 171, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.088,array('B', [1, 109, 202, 205, 141, 73, 171, 240, 78, 16, 74, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.092,array('B', [1, 123, 12, 205, 44, 74, 160, 240, 10, 16, 1, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.099,array('B', [17, 140, 54, 204, 68, 75, 26, 239, 238, 15, 223, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.115,array('B', [17, 156, 23, 204, 74, 71, 189, 239, 202, 15, 108, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.126,array('B', [33, 170, 254, 201, 171, 60, 39, 239, 210, 15, 77, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.145,array('B', [49, 201, 100, 205, 154, 0, 177, 239, 232, 15, 40, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.150,array('B', [1, 212, 238, 206, 1, 255, 116, 240, 16, 15, 6, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.154,array('B', [1, 223, 193, 216, 23, 11, 247, 240, 94, 14, 237, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.158,array('B', [1, 222, 229, 221, 68, 11, 168, 242, 15, 15, 67, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.162,array('B', [1, 219, 210, 224, 221, 12, 126, 243, 155, 15, 186, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.169,array('B', [17, 215, 190, 226, 167, 14, 249, 246, 48, 16, 106, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.178,array('B', [33, 211, 164, 228, 40, 22, 129, 246, 237, 16, 145, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.182,array('B', [1, 213, 104, 233, 188, 39, 37, 247, 131, 16, 172, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.186,array('B', [1, 214, 172, 238, 43, 48, 242, 248, 21, 16, 197, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.199,array('B', [17, 214, 62, 240, 68, 57, 50, 248, 232, 16, 230, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.203,array('B', [1, 209, 72, 240, 141, 69, 243, 250, 18, 17, 9, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.212,array('B', [33, 193, 183, 239, 43, 72, 116, 250, 144, 17, 16, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.216,array('B', [1, 176, 177, 238, 67, 58, 209, 251, 38, 17, 20, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.229,array('B', [0])
16:31:15.241,array('B', [49, 171, 89, 239, 141, 53, 152, 251, 231, 17, 24, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.247,array('B', [17, 183, 51, 248, 4, 57, 19, 252, 222, 17, 37, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.260,array('B', [0])
16:31:15.271,array('B', [0])
16:31:15.299,array('B', [0])
16:31:15.310,array('B', [0])
16:31:15.328,array('B', [0])
16:31:15.339,array('B', [0])
16:31:15.352,array('B', [17, 177, 226, 255, 128, 37, 238, 254, 11, 17, 80, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.361,array('B', [33, 181, 99, 254, 140, 42, 2, 0, 48, 17, 167, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.365,array('B', [1, 191, 170, 3, 190, 32, 182, 0, 208, 17, 196, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.372,array('B', [17, 193, 6, 5, 184, 27, 241, 7, 137, 20, 11, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.382,array('B', [17, 194, 134, 8, 14, 25, 112, 7, 235, 20, 50, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.389,array('B', [17, 196, 239, 9, 45, 30, 132, 9, 5, 20, 168, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.393,array('B', [1, 201, 45, 6, 215, 37, 208, 9, 73, 20, 185, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.397,array('B', [1, 203, 137, 5, 32, 36, 171, 9, 176, 20, 207, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.412,array('B', [33, 203, 223, 2, 122, 32, 151, 10, 30, 20, 235, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.417,array('B', [1, 202, 9, 254, 0, 26, 57, 10, 158, 21, 38, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.423,array('B', [17, 186, 64, 228, 137, 253, 48, 10, 215, 21, 73, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.428,array('B', [1, 184, 204, 224, 234, 247, 193, 11, 5, 21, 100, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.432,array('B', [1, 181, 75, 219, 97, 240, 74, 11, 53, 21, 124, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.443,array('B', [17, 179, 19, 217, 158, 238, 13, 12, 7, 21, 186, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.450,array('B', [17, 176, 61, 218, 103, 237, 140, 12, 63, 21, 192, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.455,array('B', [1, 170, 77, 222, 141, 246, 137, 12, 147, 21, 192, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.459,array('B', [1, 169, 107, 224, 240, 0, 103, 12, 212, 21, 187, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.463,array('B', [1, 170, 120, 228, 180, 7, 148, 13, 27, 21, 175, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.468,array('B', [1, 171, 120, 232, 236, 11, 144, 13, 101, 21, 161, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.472,array('B', [1, 171, 205, 236, 225, 14, 4, 13, 121, 21, 166, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.479,array('B', [17, 171, 175, 240, 245, 15, 188, 13, 116, 21, 179, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.484,array('B', [1, 172, 65, 244, 167, 16, 225, 13, 101, 21, 193, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.488,array('B', [1, 175, 91, 248, 77, 18, 225, 13, 80, 21, 210, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.493,array('B', [1, 180, 32, 251, 54, 20, 226, 13, 45, 21, 232, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.498,array('B', [1, 186, 162, 253, 183, 22, 221, 13, 12, 21, 251, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.504,array('B', [1, 192, 237, 255, 153, 23, 227, 12, 197, 22, 32, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.508,array('B', [1, 200, 130, 3, 104, 23, 154, 12, 136, 22, 61, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.513,array('B', [1, 208, 66, 8, 118, 23, 38, 12, 65, 22, 94, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.517,array('B', [1, 211, 134, 8, 253, 23, 197, 12, 2, 22, 122, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.522,array('B', [1, 212, 189, 8, 100, 24, 136, 11, 190, 22, 150, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.534,array('B', [1, 214, 208, 9, 64, 24, 130, 11, 61, 22, 202, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.540,array('B', [17])
16:31:15.544,array('B', [1, 221, 137, 11, 3, 7, 75, 10, 131, 23, 16, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.549,array('B', [1, 221, 9, 8, 51, 253, 24, 10, 42, 23, 47, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.554,array('B', [1, 219, 216, 4, 38, 245, 216, 9, 184, 23, 85, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.558,array('B', [1, 218, 185, 254, 195, 240, 38, 8, 172, 23, 151, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.574,array('B', [1, 218, 51, 250, 188, 235, 176, 8, 50, 23, 165, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.578,array('B', [1, 217, 228, 247, 235, 230, 22, 7, 211, 23, 165, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.583,array('B', [1, 217, 191, 244, 173, 208, 112, 7, 138, 23, 158, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.587,array('B', [1, 215, 190, 246, 156, 208, 130, 7, 49, 23, 141, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.592,array('B', [1, 213, 226, 249, 163, 213, 205, 6, 238, 23, 122, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.604,array('B', [1, 214, 117, 253, 152, 221, 208, 5, 251, 23, 5, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.608,array('B', [1, 216, 221, 2, 61, 231, 193, 5, 192, 22, 232, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.613,array('B', [1, 218, 130, 14, 157, 3, 239, 5, 112, 22, 203, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.617,array('B', [1, 216, 178, 19, 55, 8, 155, 5, 38, 22, 189, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.621,array('B', [1, 216, 1, 23, 87, 9, 186, 4, 209, 22, 185, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.626,array('B', [1, 216, 148, 27, 3, 9, 125, 3, 123, 22, 227, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.630,array('B', [1, 217, 215, 29, 174, 8, 94, 2, 233, 23, 3, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.634,array('B', [1, 219, 45, 30, 89, 7, 14, 2, 115, 23, 34, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.638,array('B', [1, 219, 204, 30, 65, 5, 105, 1, 255, 23, 67, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.665,array('B', [17, 220, 39, 30, 199, 2, 189, 1, 139, 23, 104, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.670,array('B', [1, 220, 76, 32, 108, 255, 49, 0, 252, 23, 150, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.674,array('B', [1, 214, 141, 53, 140, 36, 61, 0, 141, 23, 186, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.678,array('B', [1, 216, 221, 57, 117, 48, 236, 0, 33, 23, 223, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.682,array('B', [1, 217, 234, 60, 94, 53, 73, 255, 186, 24, 5, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.687,array('B', [1, 217, 2, 62, 27, 52, 152, 253, 17, 25, 86, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.691,array('B', [1, 213, 190, 62, 222, 48, 89, 252, 115, 25, 143, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.700,array('B', [17, 205, 187, 64, 22, 41, 87, 251, 243, 25, 184, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.704,array('B', [1, 193, 73, 66, 224, 37, 177, 251, 118, 25, 222, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.708,array('B', [1, 183, 136, 65, 254, 48, 89, 251, 2, 26, 3, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.725,array('B', [1, 181, 252, 63, 113, 59, 44, 250, 128, 26, 47, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.730,array('B', [1, 183, 69, 61, 9, 69, 176, 249, 249, 26, 99, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.735,array('B', [1, 179, 172, 41, 246, 64, 187, 249, 97, 26, 138, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.742,array('B', [17, 174, 158, 34, 255, 50, 151, 249, 3, 26, 141, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.751,array('B', [33, 171, 212, 30, 150, 39, 62, 248, 158, 26, 126, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.758,array('B', [17, 165, 191, 19, 183, 21, 135, 246, 253, 25, 210, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.762,array('B', [1, 166, 155, 14, 212, 23, 62, 246, 155, 25, 154, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.778,array('B', [1, 172, 163, 7, 136, 31, 114, 246, 109, 25, 127, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.782,array('B', [1, 176, 244, 3, 245, 36, 79, 246, 42, 25, 81, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.787,array('B', [1, 179, 123, 243, 155, 22, 221, 246, 23, 25, 60, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.791,array('B', [1, 180, 111, 240, 123, 13, 16, 245, 250, 25, 19, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.795,array('B', [1, 182, 234, 237, 92, 1, 0, 245, 230, 24, 244, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:15.799,array('B', [1, 185, 39, 233, 249, 249, 35, 245, 192, 24, 136, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
